id,path,predict,chosen_model,conf_m1,conf_m2,conf_m3
goc-dao_1618733550889,audio_data/private_test/goc-dao_1618733550889.wav,ɣoɜk ɗaːɜw,model1_wav2vec2_vi,-0.0023,-2.9746,
goc-dao_1618733558238,audio_data/private_test/goc-dao_1618733558238.wav,ŋoɜk ɗaː6w,model1_wav2vec2_vi,-0.0094,-2.994,
goc-dao_1618733566404,audio_data/private_test/goc-dao_1618733566404.wav,ɣuɜc ɗaw,model1_wav2vec2_vi,-0.023,-2.9911,
xau-bao_1618733574612,audio_data/private_test/xau-bao_1618733574612.wav,səɜw baː2,model1_wav2vec2_vi,-0.0136,-2.998,
xau-bao_1618733581155,audio_data/private_test/xau-bao_1618733581155.wav,soɜ baː5w,model1_wav2vec2_vi,-0.0141,-2.9916,
xau-bao_1618733650471,audio_data/private_test/xau-bao_1618733650471.wav,soɜ baːɜw,model1_wav2vec2_vi,-0.0054,-2.9656,
xau-bao_1618733657004,audio_data/private_test/xau-bao_1618733657004.wav,səɜw baː6w,model1_wav2vec2_vi,-0.0099,-2.9965,
xau-bao_1618733663590,audio_data/private_test/xau-bao_1618733663590.wav,səɜw baːw,model1_wav2vec2_vi,-0.0209,-2.9741,
chau-duong_1618736869409,audio_data/private_test/chau-duong_1618736869409.wav,tʃa2w zyəŋ,model1_wav2vec2_vi,-0.045,-2.977,
chau-duong_1618736881005,audio_data/private_test/chau-duong_1618736881005.wav,tʃaɜw ɣyəŋ,model1_wav2vec2_vi,-0.0327,-2.9929,
chau-duong_1618736887537,audio_data/private_test/chau-duong_1618736887537.wav,tʃaɜw zyəŋ,model1_wav2vec2_vi,-0.0283,-2.9752,
chau-duong_1618736893598,audio_data/private_test/chau-duong_1618736893598.wav,tʃaɜw zyəŋ,model1_wav2vec2_vi,-0.0098,-2.9604,
chau-duong_1618736899520,audio_data/private_test/chau-duong_1618736899520.wav,tʃa6w zyəŋ,model1_wav2vec2_vi,-0.0222,-2.999,
chau-duong_1618736907029,audio_data/private_test/chau-duong_1618736907029.wav,tʃaw zyəŋ,model1_wav2vec2_vi,-0.0237,-2.9843,
nay-ngung_1618736920617,audio_data/private_test/nay-ngung_1618736920617.wav,na2j ŋyŋ,model1_wav2vec2_vi,-0.0188,-2.975,
nay-ngung_1618736927877,audio_data/private_test/nay-ngung_1618736927877.wav,na5j ŋyŋ,model1_wav2vec2_vi,-0.0433,-2.9781,
nay-ngung_1618736936150,audio_data/private_test/nay-ngung_1618736936150.wav,na2j ŋyŋ,model1_wav2vec2_vi,-0.0265,-2.9881,
nay-ngung_1618736942843,audio_data/private_test/nay-ngung_1618736942843.wav,na5j ŋyŋ,model1_wav2vec2_vi,-0.0318,-2.9668,
nay-ngung_1618736949818,audio_data/private_test/nay-ngung_1618736949818.wav,na6j ŋyŋ,model1_wav2vec2_vi,-0.0289,-2.991,
nay-ngung_1618737005545,audio_data/private_test/nay-ngung_1618737005545.wav,na2j ŋy2ŋ,model1_wav2vec2_vi,-0.0248,-2.9867,
nhan-may_1618737175146,audio_data/private_test/nhan-may_1618737175146.wav,ɲən ma2j,model1_wav2vec2_vi,-0.0085,-3.0153,
nhan-may_1618737184337,audio_data/private_test/nhan-may_1618737184337.wav,ɲən ma5j,model1_wav2vec2_vi,-0.0073,-2.9877,
nhan-may_1618737191100,audio_data/private_test/nhan-may_1618737191100.wav,ɲən maɜj,model1_wav2vec2_vi,-0.0225,-3.0084,
nhan-may_1618737211964,audio_data/private_test/nhan-may_1618737211964.wav,ɲeɲ ma5j,model1_wav2vec2_vi,-0.0196,-3.0173,
nhan-may_1618737218408,audio_data/private_test/nhan-may_1618737218408.wav,ɲən me6ɲ,model1_wav2vec2_vi,-0.0104,-2.9885,
nhan-may_1618737224786,audio_data/private_test/nhan-may_1618737224786.wav,ɲən maj,model1_wav2vec2_vi,-0.0238,-3.0011,
chau-ngheo_1618737561855,audio_data/private_test/chau-ngheo_1618737561855.wav,tʃaɜw ŋɛ2w,model1_wav2vec2_vi,-0.0059,-3.0165,
chau-ngheo_1618737570660,audio_data/private_test/chau-ngheo_1618737570660.wav,tʃaɜw ɛnəː2 ɲaː5w,model1_wav2vec2_vi,-0.0626,-2.993,
chau-ngheo_1618737577158,audio_data/private_test/chau-ngheo_1618737577158.wav,tʃaɜw ɲɛ4w,model1_wav2vec2_vi,-0.0176,-2.9844,
chau-ngheo_1618737582825,audio_data/private_test/chau-ngheo_1618737582825.wav,tʃaɜw ŋɛɜw,model1_wav2vec2_vi,-0.0166,-2.9767,
chau-ngheo_1618737588768,audio_data/private_test/chau-ngheo_1618737588768.wav,tʃaɜw ŋɛ6w,model1_wav2vec2_vi,-0.0111,-2.9934,
chau-ngheo_1618737594802,audio_data/private_test/chau-ngheo_1618737594802.wav,tʃaɜw ŋɛw,model1_wav2vec2_vi,-0.0482,-2.994,
nhi-ho_1618737765954,audio_data/private_test/nhi-ho_1618737765954.wav,ɲi2 ho,model1_wav2vec2_vi,-0.0291,-2.9855,
nhi-ho_1618737771357,audio_data/private_test/nhi-ho_1618737771357.wav,ɲi5 ho,model1_wav2vec2_vi,-0.0315,-2.9588,
nhi-ho_1618737777683,audio_data/private_test/nhi-ho_1618737777683.wav,ɲi2 ho,model1_wav2vec2_vi,-0.0153,-2.9763,
nhi-ho_1618737783395,audio_data/private_test/nhi-ho_1618737783395.wav,ɲi4 hon,model1_wav2vec2_vi,-0.048,-2.9789,
nhi-ho_1618737789467,audio_data/private_test/nhi-ho_1618737789467.wav,ŋi6 ho,model1_wav2vec2_vi,-0.0528,-2.9852,
nhi-ho_1618737795352,audio_data/private_test/nhi-ho_1618737795352.wav,ɲi ho,model1_wav2vec2_vi,-0.0295,-3.0031,
mang-thit_1618737913548,audio_data/private_test/mang-thit_1618737913548.wav,maːŋ tiɜt̪,model1_wav2vec2_vi,-0.0167,-2.964,
mang-thit_1618737919433,audio_data/private_test/mang-thit_1618737919433.wav,maːŋ ti6t̪,model1_wav2vec2_vi,-0.0248,-2.9386,
men-bia_1618737968431,audio_data/private_test/men-bia_1618737968431.wav,mɛn biə2,model1_wav2vec2_vi,-0.0119,-3.0138,
men-bia_1618737974177,audio_data/private_test/men-bia_1618737974177.wav,mɛn biə5,model1_wav2vec2_vi,-0.024,-3.0269,
men-bia_1618737980760,audio_data/private_test/men-bia_1618737980760.wav,nɛn ɗiə6,model1_wav2vec2_vi,-0.0338,-3.0123,
men-bia_1618737987010,audio_data/private_test/men-bia_1618737987010.wav,nɛn biəɜ,model1_wav2vec2_vi,-0.0214,-3.0304,
men-bia_1618737995794,audio_data/private_test/men-bia_1618737995794.wav,mɛn biə,model1_wav2vec2_vi,-0.029,-3.0356,
men-bia_1618738001831,audio_data/private_test/men-bia_1618738001831.wav,mɛn biə,model1_wav2vec2_vi,-0.0264,-3.0299,
diem-dai_1618733066337,audio_data/private_test/diem-dai_1618733066337.wav,ɗiɛ4m ɗaː2j,model1_wav2vec2_vi,-0.0056,-3.0092,
diem-dai_1618733076104,audio_data/private_test/diem-dai_1618733076104.wav,ɗiɛ4m ɗaː6j,model1_wav2vec2_vi,-0.0219,-2.9998,
diem-dai_1618733209021,audio_data/private_test/diem-dai_1618733209021.wav,ɗiɛ4m ɗaːɜj,model1_wav2vec2_vi,-0.0116,-3.0111,
diem-dai_1618733217656,audio_data/private_test/diem-dai_1618733217656.wav,ɗiɛ4m ɗaː6j,model1_wav2vec2_vi,-0.0071,-2.9962,
diem-dai_1618733225902,audio_data/private_test/diem-dai_1618733225902.wav,ɗiɛ4m ɗaːj,model1_wav2vec2_vi,-0.005,-2.9805,
khien-khai_1618733238879,audio_data/private_test/khien-khai_1618733238879.wav,xiɛ4n xaːj,model1_wav2vec2_vi,-0.0332,-3.0214,
khien-khai_1618733264791,audio_data/private_test/khien-khai_1618733264791.wav,xiɛ4n saː5j,model1_wav2vec2_vi,-0.0186,-3.0132,
khien-khai_1618733273507,audio_data/private_test/khien-khai_1618733273507.wav,hiɛ2n xaː4j,model1_wav2vec2_vi,-0.0213,-3.0112,
khien-khai_1618733280362,audio_data/private_test/khien-khai_1618733280362.wav,xiɛ4n xaːɜj,model1_wav2vec2_vi,-0.0124,-2.9924,
khien-khai_1618733286843,audio_data/private_test/khien-khai_1618733286843.wav,xiɛ4n saː6j,model1_wav2vec2_vi,-0.027,-2.9775,
khien-khai_1618733294258,audio_data/private_test/khien-khai_1618733294258.wav,xziɛ4n xaːj,model1_wav2vec2_vi,-0.0225,-3.0146,
cai-bi_1618733303874,audio_data/private_test/cai-bi_1618733303874.wav,t̪aː4j bi6,model1_wav2vec2_vi,-0.0235,-2.9564,
cai-bi_1618733310234,audio_data/private_test/cai-bi_1618733310234.wav,kaːɜj bi6,model1_wav2vec2_vi,-0.0038,-2.9793,
cai-bi_1618733318277,audio_data/private_test/cai-bi_1618733318277.wav,tʃaː4j bi6,model1_wav2vec2_vi,-0.0311,-2.9723,
cai-bi_1618733326926,audio_data/private_test/cai-bi_1618733326926.wav,kaːɜj bi6,model1_wav2vec2_vi,-0.0056,-2.9782,
cai-bi_1618733333877,audio_data/private_test/cai-bi_1618733333877.wav,kaː6j bi6,model1_wav2vec2_vi,-0.0202,-2.9868,
cai-bi_1618733341832,audio_data/private_test/cai-bi_1618733341832.wav,kaːj bi6,model1_wav2vec2_vi,-0.0076,-2.9849,
thay-giao_1618733349826,audio_data/private_test/thay-giao_1618733349826.wav,təɪ2 zaː2w,model1_wav2vec2_vi,-0.014,-2.9648,
thay-giao_1618733357709,audio_data/private_test/thay-giao_1618733357709.wav,təɪ2 zaːɜw,model1_wav2vec2_vi,-0.0128,-2.9814,
thay-giao_1618733364760,audio_data/private_test/thay-giao_1618733364760.wav,təɪ2 zaːɜw,model1_wav2vec2_vi,-0.0121,-2.9893,
thay-giao_1618733375807,audio_data/private_test/thay-giao_1618733375807.wav,təɪ2 zaːɜw,model1_wav2vec2_vi,-0.0074,-2.9552,
thay-giao_1618733425139,audio_data/private_test/thay-giao_1618733425139.wav,təɪ2 zaː6w,model1_wav2vec2_vi,-0.0107,-2.9763,
thay-giao_1618733431847,audio_data/private_test/thay-giao_1618733431847.wav,təɪ2 zaː,model1_wav2vec2_vi,-0.0274,-2.9819,
phep-khao_1618733439748,audio_data/private_test/phep-khao_1618733439748.wav,fɛɜp xaːw,model1_wav2vec2_vi,-0.0239,-2.993,
phep-khao_1618733452744,audio_data/private_test/phep-khao_1618733452744.wav,sɛɜp xaː4w,model1_wav2vec2_vi,-0.0179,-2.9762,
phep-khao_1618733459097,audio_data/private_test/phep-khao_1618733459097.wav,fɛɜp xaː4w,model1_wav2vec2_vi,-0.022,-2.9783,
phep-khao_1618733465636,audio_data/private_test/phep-khao_1618733465636.wav,fɛɜp xaːɜw,model1_wav2vec2_vi,-0.0096,-2.9891,
phep-khao_1618733472164,audio_data/private_test/phep-khao_1618733472164.wav,fɛɜp xaː4w,model1_wav2vec2_vi,-0.0112,-2.9641,
phep-khao_1618733479516,audio_data/private_test/phep-khao_1618733479516.wav,fɛɜp xaːw,model1_wav2vec2_vi,-0.0169,-3.0055,
xau-bao_1618733642287,audio_data/private_test/xau-bao_1618733642287.wav,səɜw baː4w,model1_wav2vec2_vi,-0.0101,-2.9936,
tau-dien_1618736691074,audio_data/private_test/tau-dien_1618736691074.wav,t̪a2w ziɛ5n,model1_wav2vec2_vi,-0.0063,-3.0012,
tau-dien_1618736705698,audio_data/private_test/tau-dien_1618736705698.wav,t̪aːɜw ziɛ5n,model1_wav2vec2_vi,-0.0351,-2.9789,
tau-dien_1618736715606,audio_data/private_test/tau-dien_1618736715606.wav,t̪aːɜw ziɛ5n,model1_wav2vec2_vi,-0.0329,-3.0048,
tau-dien_1618736727947,audio_data/private_test/tau-dien_1618736727947.wav,t̪ə6w ziɛn,model1_wav2vec2_vi,-0.0299,-2.9899,
tau-dien_1618736734221,audio_data/private_test/tau-dien_1618736734221.wav,t̪a6w ziɛ5n,model1_wav2vec2_vi,-0.0265,-2.9822,
tau-dien_1618736740309,audio_data/private_test/tau-dien_1618736740309.wav,t̪aw ziɛ5n,model1_wav2vec2_vi,-0.0123,-2.9953,
tren-tau_1618736748014,audio_data/private_test/tren-tau_1618736748014.wav,tʃen t̪a2w,model1_wav2vec2_vi,-0.0017,-3.0026,
tren-tau_1618736756822,audio_data/private_test/tren-tau_1618736756822.wav,tʃen t̪aɜw,model1_wav2vec2_vi,-0.031,-2.9462,
tren-tau_1618736780341,audio_data/private_test/tren-tau_1618736780341.wav,tʃen t̪a2w,model1_wav2vec2_vi,-0.0131,-2.9852,
tren-tau_1618736790124,audio_data/private_test/tren-tau_1618736790124.wav,tʃen t̪aɜw,model1_wav2vec2_vi,-0.0138,-2.9955,
tren-tau_1618736799013,audio_data/private_test/tren-tau_1618736799013.wav,tʃen t̪a6w,model1_wav2vec2_vi,-0.0334,-2.9472,
tren-tau_1618736805231,audio_data/private_test/tren-tau_1618736805231.wav,tʃen t̪aw,model1_wav2vec2_vi,-0.0023,-2.9787,
thuan-chay_1618737018318,audio_data/private_test/thuan-chay_1618737018318.wav,twə6n tʃa4j,model1_wav2vec2_vi,-0.0242,-3.0082,
thuan-chay_1618737025531,audio_data/private_test/thuan-chay_1618737025531.wav,twə6n tʃa5j,model1_wav2vec2_vi,-0.0283,-2.9766,
thuan-chay_1618737032579,audio_data/private_test/thuan-chay_1618737032579.wav,twə6n tʃa4j,model1_wav2vec2_vi,-0.0206,-3.0122,
thuan-chay_1618737040515,audio_data/private_test/thuan-chay_1618737040515.wav,twə6n tʃaɜj,model1_wav2vec2_vi,-0.0115,-2.9886,
thuan-chay_1618737046675,audio_data/private_test/thuan-chay_1618737046675.wav,twə6n tʃa6j,model1_wav2vec2_vi,-0.0247,-3.016,
thuan-chay_1618737052694,audio_data/private_test/thuan-chay_1618737052694.wav,twə6n tʃaj,model1_wav2vec2_vi,-0.0189,-3.0104,
san-khe_1618737233663,audio_data/private_test/san-khe_1618737233663.wav,saː6n xɛ,model1_wav2vec2_vi,-0.0136,-2.9946,
san-khe_1618737240952,audio_data/private_test/san-khe_1618737240952.wav,tʃaː6n xɛ5,model1_wav2vec2_vi,-0.0172,-2.9727,
san-khe_1618737247893,audio_data/private_test/san-khe_1618737247893.wav,saː6n xɛ4ɛ,model1_wav2vec2_vi,-0.0151,-2.9746,
san-khe_1618737255349,audio_data/private_test/san-khe_1618737255349.wav,saː6n xɛɜ,model1_wav2vec2_vi,-0.0167,-2.9637,
san-khe_1618737262309,audio_data/private_test/san-khe_1618737262309.wav,saː4n xɛ4,model1_wav2vec2_vi,-0.0227,-2.9689,
san-khe_1618737268682,audio_data/private_test/san-khe_1618737268682.wav,tʃaː6n xɛ,model1_wav2vec2_vi,-0.0259,-2.9937,
sen-ke_1618737285051,audio_data/private_test/sen-ke_1618737285051.wav,t̪aːn ke4,model1_wav2vec2_vi,-0.0547,-2.9974,
sen-ke_1618737291324,audio_data/private_test/sen-ke_1618737291324.wav,saːn ke4,model1_wav2vec2_vi,-0.0245,-2.9711,
sen-ke_1618737298450,audio_data/private_test/sen-ke_1618737298450.wav,tʃɛ2n ke4,model1_wav2vec2_vi,-0.0314,-2.9647,
sen-ke_1618737305133,audio_data/private_test/sen-ke_1618737305133.wav,tʃaːɜn ke4,model1_wav2vec2_vi,-0.0204,-2.9977,
sen-ke_1618737311945,audio_data/private_test/sen-ke_1618737311945.wav,tɛ6n ke4,model1_wav2vec2_vi,-0.0387,-2.9642,
sen-ke_1618737317884,audio_data/private_test/sen-ke_1618737317884.wav,kɛn ke4,model1_wav2vec2_vi,-0.0434,-2.9909,
chen-suot_1618737329900,audio_data/private_test/chen-suot_1618737329900.wav,tʃɛ2n suəɜt̪,model1_wav2vec2_vi,-0.0304,-3.0104,
chen-suot_1618737336530,audio_data/private_test/chen-suot_1618737336530.wav,taːɜŋ suəɜt̪,model1_wav2vec2_vi,-0.0583,-2.9976,
chen-suot_1618737342495,audio_data/private_test/chen-suot_1618737342495.wav,tʃaː4n swəɜt̪,model1_wav2vec2_vi,-0.0435,-2.9943,
chen-suot_1618737348799,audio_data/private_test/chen-suot_1618737348799.wav,tʃɛɜn swyəɜt̪,model1_wav2vec2_vi,-0.0515,-2.9666,
chen-suot_1618737368800,audio_data/private_test/chen-suot_1618737368800.wav,tʃaː6n suəɜt̪,model1_wav2vec2_vi,-0.0639,-2.9659,
chen-suot_1618737376065,audio_data/private_test/chen-suot_1618737376065.wav,tʃɛn suəɜt̪,model1_wav2vec2_vi,-0.0364,-2.9892,
tre-tam_1618737385256,audio_data/private_test/tre-tam_1618737385256.wav,tʃɛ4 t̪aː6n,model1_wav2vec2_vi,-0.0313,-2.9816,
tre-tam_1618737390957,audio_data/private_test/tre-tam_1618737390957.wav,tʃɛ4 ɛm t̪aː6,model1_wav2vec2_vi,-0.0683,-2.9943,
tre-tam_1618737397484,audio_data/private_test/tre-tam_1618737397484.wav,tʃɛ4 t̪aː6n,model1_wav2vec2_vi,-0.0224,-2.9882,
tre-tam_1618737422344,audio_data/private_test/tre-tam_1618737422344.wav,tʃɛɜ t̪aː6n,model1_wav2vec2_vi,-0.0358,-2.9873,
tre-tam_1618737439444,audio_data/private_test/tre-tam_1618737439444.wav,tʃɛ4 t̪aː6n,model1_wav2vec2_vi,-0.0315,-2.9748,
tre-tam_1618737449484,audio_data/private_test/tre-tam_1618737449484.wav,tʃɛ2 t̪aː6,model1_wav2vec2_vi,-0.0407,-2.9653,
ke-thuoc_1618737460511,audio_data/private_test/ke-thuoc_1618737460511.wav,kɛ2 tuə6c,model1_wav2vec2_vi,-0.0081,-2.9739,
ke-thuoc_1618737466677,audio_data/private_test/ke-thuoc_1618737466677.wav,kɛ5 tuə6c,model1_wav2vec2_vi,-0.0154,-2.9611,
ke-thuoc_1618737475487,audio_data/private_test/ke-thuoc_1618737475487.wav,kɛ4 tuə6c,model1_wav2vec2_vi,-0.0054,-2.9651,
ke-thuoc_1618737482256,audio_data/private_test/ke-thuoc_1618737482256.wav,kɛɜ tuə6c,model1_wav2vec2_vi,-0.0261,-2.9398,
ke-thuoc_1618737488021,audio_data/private_test/ke-thuoc_1618737488021.wav,kɛ6 tuə6c,model1_wav2vec2_vi,-0.0127,-2.9638,
ke-thuoc_1618737493923,audio_data/private_test/ke-thuoc_1618737493923.wav,kɛ tuə6c,model1_wav2vec2_vi,-0.0202,-2.9763,
gai-treo_1618737512943,audio_data/private_test/gai-treo_1618737512943.wav,ɣaːɜj tɛ2w,model1_wav2vec2_vi,-0.0285,-2.9869,
gai-treo_1618737521919,audio_data/private_test/gai-treo_1618737521919.wav,ɣaːɜj tʃɛ5w,model1_wav2vec2_vi,-0.0161,-2.9685,
gai-treo_1618737527566,audio_data/private_test/gai-treo_1618737527566.wav,ɣaːɜj tʃɛ4,model1_wav2vec2_vi,-0.0164,-2.9893,
gai-treo_1618737542096,audio_data/private_test/gai-treo_1618737542096.wav,ɣaːɜj tʃɛɜw,model1_wav2vec2_vi,-0.0156,-2.9746,
gai-treo_1618737547747,audio_data/private_test/gai-treo_1618737547747.wav,ɣaːɜj tʃɛ6,model1_wav2vec2_vi,-0.0291,-2.9833,
gai-treo_1618737554641,audio_data/private_test/gai-treo_1618737554641.wav,ɣaːɜj tʃɛw,model1_wav2vec2_vi,-0.056,-2.9858,
thuan-theo_1618737639704,audio_data/private_test/thuan-theo_1618737639704.wav,twə6n tɛ4w,model1_wav2vec2_vi,-0.0182,-2.9643,
thuan-theo_1618737650373,audio_data/private_test/thuan-theo_1618737650373.wav,twə6n tɛ4w,model1_wav2vec2_vi,-0.02,-2.9897,
thuan-theo_1618737656618,audio_data/private_test/thuan-theo_1618737656618.wav,twə6n tɛ4w,model1_wav2vec2_vi,-0.0243,-2.9729,
thuan-theo_1618737662662,audio_data/private_test/thuan-theo_1618737662662.wav,twə6n tɛɜw,model1_wav2vec2_vi,-0.0144,-2.9679,
thuan-theo_1618737671655,audio_data/private_test/thuan-theo_1618737671655.wav,twə6n tɛ6w,model1_wav2vec2_vi,-0.0095,-2.9568,
thuan-theo_1618737677367,audio_data/private_test/thuan-theo_1618737677367.wav,twə6n tɛw,model1_wav2vec2_vi,-0.0198,-2.9812,
theo-truong_1618737722535,audio_data/private_test/theo-truong_1618737722535.wav,tɛw tʃyə4ŋ,model1_wav2vec2_vi,-0.0384,-2.9828,
theo-truong_1618737729499,audio_data/private_test/theo-truong_1618737729499.wav,tɛɜw tʃyə4ŋ,model1_wav2vec2_vi,-0.0283,-2.9459,
theo-truong_1618737736453,audio_data/private_test/theo-truong_1618737736453.wav,tɛ4w tʃyə4,model1_wav2vec2_vi,-0.0672,-2.939,
theo-truong_1618737743543,audio_data/private_test/theo-truong_1618737743543.wav,tɛɜw tʃyə4ŋ,model1_wav2vec2_vi,-0.0248,-2.9588,
theo-truong_1618737750322,audio_data/private_test/theo-truong_1618737750322.wav,tɛw tʃyə4ŋ,model1_wav2vec2_vi,-0.0288,-2.9592,
theo-truong_1618737757787,audio_data/private_test/theo-truong_1618737757787.wav,tɛw tʃyə4ŋ,model1_wav2vec2_vi,-0.0154,-2.9666,
tin-an_1618737860487,audio_data/private_test/tin-an_1618737860487.wav,t̪i2n ə4n,model1_wav2vec2_vi,-0.0674,-3.0045,
tin-an_1618737869638,audio_data/private_test/tin-an_1618737869638.wav,t̪iɛɜn e6ɲ,model1_wav2vec2_vi,-0.0429,-3.0,
tin-an_1618737875796,audio_data/private_test/tin-an_1618737875796.wav,t̪i2n hə2n,model1_wav2vec2_vi,-0.0662,-3.017,
tin-an_1618737881870,audio_data/private_test/tin-an_1618737881870.wav,t̪iɜn ə4n,model1_wav2vec2_vi,-0.0361,-3.0293,
tin-an_1618737888591,audio_data/private_test/tin-an_1618737888591.wav,(en)tɪɪn(vi) he2ɲ,model1_wav2vec2_vi,-0.0469,-2.9629,
tin-an_1618737894682,audio_data/private_test/tin-an_1618737894682.wav,t̪in ə4n,model1_wav2vec2_vi,-0.0188,-2.9794,
chia-dao_1618737930048,audio_data/private_test/chia-dao_1618737930048.wav,tʃi2 ɣaːw,model1_wav2vec2_vi,-0.0464,-2.9854,
chia-dao_1618737936162,audio_data/private_test/chia-dao_1618737936162.wav,tʃiə5 zaːw,model1_wav2vec2_vi,-0.0211,-3.0213,
chia-dao_1618737941913,audio_data/private_test/chia-dao_1618737941913.wav,tʃi4 zaː,model1_wav2vec2_vi,-0.0495,-2.9803,
chia-dao_1618737948018,audio_data/private_test/chia-dao_1618737948018.wav,tʃi6 zaːw,model1_wav2vec2_vi,-0.0585,-3.0107,
chia-dao_1618737954168,audio_data/private_test/chia-dao_1618737954168.wav,tʃiə6 zaːw,model1_wav2vec2_vi,-0.0502,-3.0118,
chia-dao_1618737961059,audio_data/private_test/chia-dao_1618737961059.wav,tʃiə zaː,model1_wav2vec2_vi,-0.0277,-3.0164,
bia-dat_1618738009641,audio_data/private_test/bia-dat_1618738009641.wav,biə2 ɗa6t̪,model1_wav2vec2_vi,-0.0326,-2.9802,
bia-dat_1618738024704,audio_data/private_test/bia-dat_1618738024704.wav,biə5 ɗa6t̪,model1_wav2vec2_vi,-0.0259,-2.9908,
bia-dat_1618738031306,audio_data/private_test/bia-dat_1618738031306.wav,ɗiə4 ɗa6t̪,model1_wav2vec2_vi,-0.0343,-2.9707,
bia-dat_1618738038209,audio_data/private_test/bia-dat_1618738038209.wav,biə4 ɗa6t̪,model1_wav2vec2_vi,-0.0339,-2.9685,
